,urname,svname,rkpo,characterId,adventurename,adventurelevel,resist,physical_defense,magical_defense,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
4146,동운연구소장,cain,"33,086",815d2f578d5e2325e7117e6960cc8919,시노노메연구소,45.0,89.0,30.9,34.9,,,,,,,,,,,,,
4147,진단테,hilder,"33,086",82a3e93dffa0765cdfdb1ce3f0dcf5a6,갑질이아빠,41.0,89.0,32.0,35.8,,,,,,,,,,,,,
4148,DIMENSI0N,casillas,"33,086",6d81d5809c4513af73bc7dd050c17693,잇쉬가잇샤에게,40.0,4.0,26.2,34.6,,,,,,,,,,,,,
4149,鬼皇上帝,siroco,"33,086",529c0dfe07dfa06282727a6df6e81dbb,블리자드의노예,38.0,135.0,21.5,30.6,,,,,,,,,,,,,
4150,IOTV,cain,"33,086",41933544a140e7df090f51a5ad890f84,타투영,39.0,24.0,32.3,39.8,결전의 빗자루 - 디멘션워커,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,인력의 법칙,
4151,방학동렙터,casillas,"33,086",45c0780b5ffad5ff60cd8ec4e81a07ff,애니비아그라가스,36.0,89.0,36.9,34.5,,,,,,,,,,,,,
4152,버퍼리아1,hilder,"33,086",cd86f54451fe650c6180326900e7a122,퇴마샤샤샤,12.0,229.0,38.2,34.6,,,,,,,,,,,,,
4153,유지얼,cain,"33,086",cdd78a17dee713e462e03c39ea7c8ae7,루나솔라,42.0,79.0,31.1,29.9,,,,,,,,,,,,,
4154,채영이사랑해,cain,"33,086",c4449b76620c2b42411adcacdaf12d9b,대에박나자2,15.0,119.0,24.9,33.8,,,,,,,,,,,,,
4155,s과학,anton,"33,086",c4b57ee4c7e4c076fe12b9b7d6fa4a9e,나랑드사이다제로,38.0,100.0,34.2,41.5,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
4156,노국블,cain,"33,086",d7065879c9780194b07ebf4172d588c6,노국,38.0,89.0,31.8,32.4,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,금룡 : 무한한 빛의 결계
4157,3탄1류스핏,siroco,"33,086",29ad1177aef923e9c1a7083df4929115,포퓰러리티,31.0,126.0,31.2,32.9,근원을 삼킨 머스켓,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,용살자의 증표 - 용심 가공석,폭발형 : 소형 전술 플레어,
4158,킬베리안,diregie,"33,086",1c5caa66173294e94a801d57cd50b91c,디스페어,42.0,79.0,42.3,42.8,결전의 도 - 다크템플러,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
4159,븝퍼가좋더지,bakal,"33,086",35c0d352deaa86175d9fcd253899c668,킹갓러프,38.0,89.0,36.6,34.0,,,,,,,,,,,,,
4160,로레인♡,prey,"33,085",99111f206e7a22c60d8206e3bef0878b,다해,43.0,109.0,22.2,16.6,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,전술 드론 콘트롤러 암릿,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
4161,렝_퀸,casillas,"33,085",8e574e6b875fc7542851716f8e24a116,다시시작해용,39.0,4.0,30.7,26.5,,,,,,,,,,,,,
4162,이리st,cain,"33,085",8e62a468bee0bc5277e5341a2c9e1978,이걸언제까지,37.0,109.0,31.5,26.7,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
4163,닷옴이,cain,"33,085",969ec402744831d594477f485b31272a,닷홈,32.0,-6.0,22.9,32.1,,,,,,,,,,,,,
4164,TheEvo,casillas,"33,085",98bb7e782849646883cc45cbae29a3a1,생물학도,38.0,69.0,38.4,42.5,,,,,,,,,,,,,
4165,쟈칼패드로,cain,"33,085",54e082b455db9a7f2c70d02599988762,DiverDiva,39.0,-11.0,31.7,29.5,,,,,,,,,,,,,
4166,초코는달달해,hilder,"33,085",615c14fbcaebb32add76c30260920b0e,매화의나라,37.0,141.0,22.0,29.1,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4167,즐겜아수라,prey,"33,085",689ad551b92232cc32acab119f67b262,BLAZE1,38.0,114.0,29.3,26.1,,,,,,,,,,,,,
4168,승건,siroco,"33,085",57715959ae0ee7b2fabc57fdadafe165,승건이부계정,37.0,59.0,24.9,28.2,,,,,,,,,,,,,
4169,마틴흑인킹,cain,"33,085",1941f43c2f4e6658bbd0bf5807c38d69,흑자인지,37.0,44.0,35.3,32.7,,,,,,,,,,,,,
4170,복룡제갈븝미,casillas,"33,085",18a913c94af771ec51b50c3df931002a,모리노밤비,35.0,-6.0,32.2,27.8,,,,,,,,,,,,,
4171,kasoo,hilder,"33,085",144a869fafcb5858f4043ad92b6f7470,전기기사왕,40.0,14.0,28.7,35.2,,,,,,,,,,,,,
4172,톡쏘는데슬,cain,"33,085",13f21bcd10a242b0c6b8dce56ac7c3fb,톡모쏘험는단,41.0,148.0,24.1,25.7,결전의 도 - 데몬슬레이어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,생명이 담긴 잔,미지의 황금비석,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4173,로열젤리,hilder,"33,085",00fa3646f46a9a539aa765eb68ceec4d,젤리,37.0,84.0,17.5,27.6,결전의 염주 - 무녀,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,서드 스페이드 - 데스,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
4174,내마음훔쳐봐,siroco,"33,085",c5e3f2750e6e9d10430f0f3dd013af54,만랩제조기,43.0,-16.0,20.5,26.5,,,,,,,,,,,,,
4175,F91-01,siroco,"33,085",d1b6e593323f384558d2c3e607453a6a,소홀함,40.0,14.0,34.4,40.5,,,,,,,,,,,,,
4176,냥이빠,diregie,"33,084",2c238e97bbdc27d28807652e836c30bc,운고,36.0,89.0,40.7,36.5,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
4177,미니엽서,cain,"33,084",1c5b07c12b1d4df7aef79ea6c34f43cf,편지,45.0,161.0,29.8,30.0,광폭화된 전의의 클로,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4178,데볼,anton,"33,084",2ad3576aef731f9e9c1e349242d1b134,백야,39.0,116.0,41.6,41.1,,,,,,,,,,,,,
4179,Dvarw,cain,"33,084",92a37cee6e1a2e69214c3da80bf48088,Ren,40.0,146.0,30.9,33.2,,,,,,,,,,,,,
4180,온난저기압,prey,"33,084",758c40976a9e0dec64c10fadc3631714,HoneyVolcano,30.0,154.0,33.2,31.0,,,,,,,,,,,,,
4181,패어+,diregie,"33,084",e739299f23a6c0d42fa2b98d77c4e46b,패어,41.0,56.0,31.5,29.6,,,,,,,,,,,,,
4182,꽃드라군,cain,"33,084",e5f77b6c459f874dbe107017084de626,물먹은폐지,35.0,89.0,29.0,33.9,,,,,,,,,,,,,
4183,코리愛,diregie,"33,084",dbf607ac843cc6a7fe4df63a00c071ac,SimpleCounter,39.0,126.0,32.3,30.4,근원을 삼킨 빗자루,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,죽음을 부르는 관,미지의 문명 - 스타 스톤,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4184,드래곤나이쭈,cain,"33,084",3715379af19561fb7a30826d312b5577,집단쭈구리,39.0,54.0,28.3,31.3,,,,,,,,,,,,,
4185,성남찬격호,cain,"33,084",3c5efb66cdf040fc94cf7d26840da440,양이고,40.0,10.0,32.2,33.1,,,,,,,,,,,,,
4186,시리DT,anton,"33,084",49edaf9be188435ba695bf187bac453f,시리쨩,39.0,24.0,38.7,37.4,,,,,,,,,,,,,
4187,월야왕,bakal,"33,084",44922c46a3e94e86a3a9e1a53e149d80,로얄패밀리1,41.0,99.0,36.5,42.4,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
4188,라댄불가,bakal,"33,084",504d7faf6addd786bf396c3e13b85940,전투불가,40.0,169.0,27.6,29.9,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
4189,시련의숲,hilder,"33,084",5084ea6afac1794de55159e692a9c1e7,화려한모습,43.0,4.0,30.3,32.8,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
4190,ㅢㅢ```,cain,"33,084",4f4b01d5b9eaa03eaef07094adeeddeb,물물물물,40.0,79.0,36.0,33.6,,,,,,,,,,,,,
4191,중간칼,cain,"33,084",a61bdb8312187ba917b4a2304c31531e,욕정꾸러기,42.0,54.0,29.2,33.9,근원을 삼킨 도,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
4192,푸하핫,siroco,"33,084",b4eb57b2041675f6d9588c8d3bec75df,보라돌이모험단,40.0,54.0,31.9,27.8,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,
4193,Cos레이븐,diregie,"33,084",d03d5a38ecf758deacb313ee4f009f77,HRock,44.0,169.0,40.7,44.6,근원을 삼킨 리볼버,리버시블 레더 코트,아픔을 감싸는 위엄,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
4194,쿠로바리,prey,"33,084",c183f0545556297395af085848ccddfc,랄프모험단,37.0,54.0,21.5,29.8,,,,,,,,,,,,,
4195,큐-배크,cain,"33,084",c0ad9f70b4fff07a9a705934ae77e488,바니호,38.0,79.0,36.0,35.6,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,빛을 발하는 생명,옵티컬 컴뱃 글래스,저주받은 마음,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
4196,응디시팅,siroco,"33,084",c5eaf6a0106ad2cfc1eb4855f4911ae3,으르렁까꿍,41.0,189.0,16.7,27.4,,,,,,,,,,,,,
4197,너를위한펫,cain,"33,084",d7c9593edc3fbde3a279413489d805dc,커맨드,41.0,89.0,31.0,30.4,,,,,,,,,,,,,
4198,디트사랑,cain,"33,084",67644e33ffc007540fa2f07ff32a8067,concrete,36.0,59.0,34.0,33.2,,,,,,,,,,,,,
4199,떵구리미트볼,cain,"33,084",6d437fc0a529fa99134b0c4ab5844249,애기떵구리,40.0,29.0,24.4,29.7,,,,,,,,,,,,,
4200,서윤정,hilder,"33,084",633ed52d780de623d2bdc76df33d968f,던전앤나이츠,39.0,54.0,31.3,33.2,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
4201,CubiQ3,bakal,"33,084",069a4796e8567eb2370a397dd8e532a4,민트초코바밤바,39.0,69.0,28.4,31.2,,,,,,,,,,,,,
4202,김성주,anton,"33,083",0345c74dc82d91a038af8c3115aeaa5b,성쥬,37.0,79.0,21.9,34.6,,,,,,,,,,,,,
4203,쌘캐만고름,cain,"33,083",4cb99a0a3813ba89b0dd79d0c385604f,사랑이변하니,39.0,44.0,37.4,38.9,,,,,,,,,,,,,
4204,구야_11호,siroco,"33,083",86b52c78b36c7fdf662626291b8e059d,구구방,22.0,54.0,29.1,27.1,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,퍼스트 스페이드 - 노블레스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4205,고장난나침반,hilder,"33,083",7a67939d5486af6809230b0183d22fff,쿠소물리에,39.0,44.0,28.0,30.5,,,,,,,,,,,,,
4206,제피타나,prey,"33,083",24d94de0a3f1ff7f9acac235b0d4fefb,제피리아,40.0,20.0,34.9,36.8,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,
4207,옥수수꿈나무,cain,"33,083",96a9ab908b10789eb6753b6906db11af,라면쿠쿠,35.0,34.0,32.0,30.4,,,,,,,,,,,,,
4208,영롱한데,cain,"33,083",a487556a941bd78b66d07d45bf2e0f74,천원,40.0,54.0,35.0,37.1,,,,,,,,,,,,,
4209,스베테,prey,"33,083",e6f9a4844ec5dd0ff8c86066698829e0,586,41.0,24.0,26.6,31.4,,,,,,,,,,,,,
4210,투두,siroco,"33,083",e349d703c1705da220aacc9576212a52,랄랄랄ㄹ,36.0,44.0,21.9,27.3,,,,,,,,,,,,,
4211,SMA.로하,cain,"33,083",f0a2027262a0b5f6c53195387651f95b,로하,39.0,59.0,17.0,27.5,,,,,,,,,,,,,
4212,혈의Noo,siroco,"33,083",ede3b2162daabf9de4a22764be1347e5,MWBlue,36.0,34.0,32.2,29.4,,,,,,,,,,,,,
4213,kr.muse2022+,casillas,"33,083",605498c412118c0413ee5c2c664b2004,미나리깡ch,42.0,161.0,17.2,27.1,,,,,,,,,,,,,
4214,마름달,anton,"33,083",69d40d497892b20ca3cb70938ae64158,Thumbless,41.0,59.0,37.9,34.3,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
4215,채굴꾼,cain,"33,083",57ed10f8bf808e852766d2b48385db2e,제국병,39.0,44.0,37.0,33.6,,,,,,,,,,,,,
4216,구팬저격용,prey,"33,083",be81c1b13233521b32b8af7fdf36fd91,재판스키,39.0,-6.0,25.0,28.9,,,,,,,,,,,,,
4217,해솔찡,anton,"33,083",b076a43418e4b1e1cee0ca12640d7b9a,멀험,29.0,89.0,35.7,31.3,,,,,,,,,,,,,
4218,에르립스,prey,"33,083",ac16805d3da43362a64464217c697ee3,내일은너와함께,41.0,116.0,22.2,31.3,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
4219,C매치,hilder,"33,083",d396eee2f51dc165361db03251813f6f,에너자이저,42.0,116.0,21.3,30.2,,,,,,,,,,,,,
4220,게이핑크,diregie,"33,083",ca55eb1a64943060dea50ef820ee8b40,쿠노이치,40.0,44.0,37.9,36.0,,,,,,,,,,,,,
4221,강력순간이동,cain,"33,083",cefe41bda9398a92b712d59739a6c85d,무궁화마트,37.0,64.0,34.9,39.2,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
4222,사령뮨들,cain,"33,082",d2e48e7f39c02fa061dd48847b48c661,용궁근위대장,37.0,79.0,25.4,29.3,,,,,,,,,,,,,
4223,정원의미일,cain,"33,082",c7407a814b0be042aff3ca34eb709513,정원의비밀1,36.0,69.0,25.5,32.9,,,,,,,,,,,,,
4224,히졍이,cain,"33,082",a2e03deff59289549525aa4867e2fb0e,히뎡,28.0,112.0,30.7,30.4,,,,,,,,,,,,,
4225,재미없쇼,prey,"33,082",931959cef6dbf31d666348efc38d7053,재미읍성,37.0,44.0,35.2,31.5,,,,,,,,,,,,,
4226,육회먹는토끼,anton,"33,082",8e9cd498022e6dd8206f9c1ca4835d5e,토껭이,38.0,169.0,39.9,43.7,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,억류된 혼의 령주,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
4227,하얀집,hilder,"33,082",8a032fc82c7301faff07f0350576c903,높은집,41.0,44.0,33.6,33.3,,,,,,,,,,,,,
4228,빛바랜자,cain,"33,082",80d89d0e07194b585fd90545028ea1f0,달의왕녀라니,41.0,4.0,36.9,36.5,,,,,,,,,,,,,
4229,노논센세,cain,"33,082",7de216e4177be61d1cf64205654a89e4,노논져스,39.0,24.0,25.3,32.5,,,,,,,,,,,,,
4230,단련된격투가,prey,"33,082",797e7466956ee554dc4b069f876305f1,꼭있어야하나,37.0,64.0,26.5,33.3,,,,,,,,,,,,,
4231,여파랑,hilder,"33,082",0fd9870429028b946dc5a9138df06c44,RafaelEspada,40.0,89.0,30.9,36.8,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
4232,하양이에양,cain,"33,082",13e862f245468270c067e6cb221f2c21,맘마핌,37.0,140.0,37.8,34.7,,,,,,,,,,,,,
4233,버프용친구,cain,"33,082",508705d5cef1bb9804b9061812619a01,두단장,36.0,34.0,35.2,31.5,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
4234,미린이,casillas,"33,082",51c0d0b8b864c2f77690024419059f52,허알홍,41.0,44.0,36.3,36.7,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,
4235,넨ㄴㄴ마,cain,"33,082",3b3c1526b46b4ded274291e56a871013,촌나쎄캐쎄,35.0,99.0,32.6,36.0,,,,,,,,,,,,,
4236,푸릇푸릇,cain,"33,082",3d3b740df9b0e706914a5d0e4d0a1e4e,노릇,39.0,86.0,21.2,26.7,근원을 삼킨 광검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,생명이 담긴 잔,거짓 속의 거짓,마법의 싱글 엣지 빔 세이버,
4237,지옥의쿵쿵따,prey,"33,082",2af6990ed38c7ac7eb68e35bef9fe53b,퐁퐁의역린,41.0,-36.0,33.5,30.8,,,,,,,,,,,,,
4238,피망맛로플링,cain,"33,082",2cb4dedea81ea2f0081525829b3966e7,o맛o,40.0,76.0,31.1,26.4,,,,,,,,,,,,,
4239,시바시바시바,casillas,"33,082",b6871c82355b094a9a083fcde7855ddc,시바같은일상들,40.0,129.0,17.6,27.9,,,,,,,,,,,,,
4240,스핏fight,hilder,"33,082",bad5c0b20d6c04fdecf83ff3c9fd859f,SeasonAct9,20.0,69.0,28.7,34.0,,,,,,,,,,,,,
4241,바알베르트라,hilder,"33,082",afcd102b5f76b7ffebbef2a7a849a299,바알베르트,38.0,177.0,23.8,27.1,,,,,,,,,,,,,
4242,비싼칵테일,cain,"33,082",bf124dbe7d5e67a07fd7fcff175e4fa3,티타늄가위,38.0,79.0,28.9,33.7,,,,,,,,,,,,,
4243,호야얀,cain,"33,082",e87579b70904dcd1757337fac3cbe7c0,사계절이란,39.0,89.0,31.0,33.0,,,,,,,,,,,,,
4244,장희윤,cain,"33,082",fda4b89c158493f29ab609b8dd426d56,볼살말랑해,41.0,19.0,27.2,29.5,,,,,,,,,,,,,
4245,지전더적,diregie,"33,082",f0469b058b3b8fe0c21393704023a991,역시다르구나,39.0,44.0,26.5,32.0,,,,,,,,,,,,,
